,Year,NOC,MaleMC,Male%MBE,FemaleMC,Female%MBE,W%Male,W%Female
677,1988,POR,0.0,65.3945666235,1.0,34.6054333765,0.0,1.0
678,1988,ROU,12.0,65.3945666235,39.0,34.6054333765,0.140024864228,0.859975135772
679,1988,SEN,1.0,65.3945666235,0.0,34.6054333765,1.0,0.0
680,1988,SUI,6.0,65.3945666235,2.0,34.6054333765,0.613532110092,0.386467889908
681,1988,SUR,1.0,65.3945666235,0.0,34.6054333765,1.0,0.0
682,1988,SWE,14.0,65.3945666235,2.0,34.6054333765,0.787426408747,0.212573591253
683,1988,TCH,8.0,65.3945666235,2.0,34.6054333765,0.679149476357,0.320850523643
684,1988,THA,1.0,65.3945666235,0.0,34.6054333765,1.0,0.0
685,1988,TUR,2.0,65.3945666235,0.0,34.6054333765,1.0,0.0
686,1988,URS,207.0,65.3945666235,87.0,34.6054333765,0.557342150557,0.442657849443
687,1988,USA,131.0,65.3945666235,62.0,34.6054333765,0.527879668894,0.472120331106
688,1988,YUG,47.0,65.3945666235,16.0,34.6054333765,0.608528351202,0.391471648798
689,1992,ALG,1.0,64.8093841642,1.0,35.1906158358,0.351906158358,0.648093841642
690,1992,ARG,2.0,64.8093841642,0.0,35.1906158358,1.0,0.0
691,1992,AUS,45.0,64.8093841642,12.0,35.1906158358,0.670640834575,0.329359165425
692,1992,AUT,6.0,64.8093841642,0.0,35.1906158358,1.0,0.0
693,1992,BAH,1.0,64.8093841642,0.0,35.1906158358,1.0,0.0
694,1992,BEL,1.0,64.8093841642,2.0,35.1906158358,0.213523131673,0.786476868327
695,1992,BRA,14.0,64.8093841642,0.0,35.1906158358,1.0,0.0
696,1992,BUL,12.0,64.8093841642,5.0,35.1906158358,0.565815324165,0.434184675835
697,1992,CAN,24.0,64.8093841642,20.0,35.1906158358,0.394520547945,0.605479452055
698,1992,CHN,26.0,64.8093841642,57.0,35.1906158358,0.198511166253,0.801488833747
699,1992,COL,0.0,64.8093841642,1.0,35.1906158358,0.0,1.0
700,1992,CRO,15.0,64.8093841642,0.0,35.1906158358,1.0,0.0
701,1992,CUB,52.0,64.8093841642,19.0,35.1906158358,0.597758405978,0.402241594022
702,1992,DEN,14.0,64.8093841642,0.0,35.1906158358,1.0,0.0
703,1992,ESP,41.0,64.8093841642,25.0,35.1906158358,0.471038774533,0.528961225467
704,1992,EST,2.0,64.8093841642,1.0,35.1906158358,0.520607375271,0.479392624729
705,1992,ETH,2.0,64.8093841642,1.0,35.1906158358,0.520607375271,0.479392624729
706,1992,EUN,129.0,64.8093841642,94.0,35.1906158358,0.426987366911,0.573012633089
707,1992,FIN,7.0,64.8093841642,0.0,35.1906158358,1.0,0.0
708,1992,FRA,50.0,64.8093841642,7.0,35.1906158358,0.795017887902,0.204982112098
709,1992,GBR,26.0,64.8093841642,24.0,35.1906158358,0.37037037037,0.62962962963
710,1992,GER,113.0,64.8093841642,85.0,35.1906158358,0.419230174679,0.580769825321
711,1992,GHA,13.0,64.8093841642,0.0,35.1906158358,1.0,0.0
712,1992,GRE,1.0,64.8093841642,1.0,35.1906158358,0.351906158358,0.648093841642
713,1992,HUN,32.0,64.8093841642,13.0,35.1906158358,0.57202443021,0.42797556979
714,1992,INA,5.0,64.8093841642,1.0,35.1906158358,0.730816077954,0.269183922046
715,1992,IOP,1.0,64.8093841642,2.0,35.1906158358,0.213523131673,0.786476868327
716,1992,IRI,3.0,64.8093841642,0.0,35.1906158358,1.0,0.0
717,1992,IRL,2.0,64.8093841642,0.0,35.1906158358,1.0,0.0
718,1992,ISR,1.0,64.8093841642,1.0,35.1906158358,0.351906158358,0.648093841642
719,1992,ITA,39.0,64.8093841642,7.0,35.1906158358,0.751565762004,0.248434237996
720,1992,JAM,1.0,64.8093841642,3.0,35.1906158358,0.153256704981,0.846743295019
721,1992,JPN,37.0,64.8093841642,10.0,35.1906158358,0.667669172932,0.332330827068
722,1992,KEN,8.0,64.8093841642,0.0,35.1906158358,1.0,0.0
723,1992,KOR,21.0,64.8093841642,28.0,35.1906158358,0.289389067524,0.710610932476
724,1992,LAT,3.0,64.8093841642,0.0,35.1906158358,1.0,0.0
725,1992,LTU,13.0,64.8093841642,0.0,35.1906158358,1.0,0.0
726,1992,MAR,3.0,64.8093841642,0.0,35.1906158358,1.0,0.0
727,1992,MAS,2.0,64.8093841642,0.0,35.1906158358,1.0,0.0
728,1992,MEX,1.0,64.8093841642,0.0,35.1906158358,1.0,0.0
729,1992,MGL,1.0,64.8093841642,1.0,35.1906158358,0.351906158358,0.648093841642
730,1992,NAM,2.0,64.8093841642,0.0,35.1906158358,1.0,0.0
731,1992,NED,24.0,64.8093841642,9.0,35.1906158358,0.591497227357,0.408502772643
732,1992,NGR,7.0,64.8093841642,4.0,35.1906158358,0.487238979118,0.512761020882
733,1992,NOR,8.0,64.8093841642,15.0,35.1906158358,0.224561403509,0.775438596491
734,1992,NZL,10.0,64.8093841642,5.0,35.1906158358,0.520607375271,0.479392624729
735,1992,PAK,16.0,64.8093841642,0.0,35.1906158358,1.0,0.0
736,1992,PER,1.0,64.8093841642,0.0,35.1906158358,1.0,0.0
737,1992,PHI,1.0,64.8093841642,0.0,35.1906158358,1.0,0.0
738,1992,POL,40.0,64.8093841642,2.0,35.1906158358,0.915681037772,0.0843189622282
739,1992,PRK,7.0,64.8093841642,3.0,35.1906158358,0.558882235529,0.441117764471
740,1992,PUR,1.0,64.8093841642,0.0,35.1906158358,1.0,0.0
741,1992,QAT,1.0,64.8093841642,0.0,35.1906158358,1.0,0.0
742,1992,ROU,21.0,64.8093841642,32.0,35.1906158358,0.262718932444,0.737281067556
743,1992,RSA,2.0,64.8093841642,1.0,35.1906158358,0.520607375271,0.479392624729
744,1992,SLO,6.0,64.8093841642,0.0,35.1906158358,1.0,0.0
745,1992,SUI,1.0,64.8093841642,0.0,35.1906158358,1.0,0.0
746,1992,SUR,1.0,64.8093841642,0.0,35.1906158358,1.0,0.0
747,1992,SWE,29.0,64.8093841642,6.0,35.1906158358,0.724094881398,0.275905118602
748,1992,TCH,8.0,64.8093841642,0.0,35.1906158358,1.0,0.0
749,1992,THA,1.0,64.8093841642,0.0,35.1906158358,1.0,0.0
750,1992,TPE,20.0,64.8093841642,0.0,35.1906158358,1.0,0.0
751,1992,TUR,5.0,64.8093841642,1.0,35.1906158358,0.730816077954,0.269183922046
752,1992,USA,123.0,64.8093841642,101.0,35.1906158358,0.398047517597,0.601952482403
753,1996,ALG,3.0,58.2033351264,0.0,41.7966648736,1.0,0.0
754,1996,ARG,20.0,58.2033351264,0.0,41.7966648736,1.0,0.0
755,1996,ARM,2.0,58.2033351264,0.0,41.7966648736,1.0,0.0
756,1996,AUS,60.0,58.2033351264,72.0,41.7966648736,0.374385660596,0.625614339404
757,1996,AUT,2.0,58.2033351264,1.0,41.7966648736,0.589529590288,0.410470409712
758,1996,AZE,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
759,1996,BAH,0.0,58.2033351264,5.0,41.7966648736,0.0,1.0
760,1996,BDI,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
761,1996,BEL,3.0,58.2033351264,3.0,41.7966648736,0.417966648736,0.582033351264
762,1996,BLR,11.0,58.2033351264,12.0,41.7966648736,0.396962519158,0.603037480842
763,1996,BRA,36.0,58.2033351264,28.0,41.7966648736,0.480057664584,0.519942335416
764,1996,BUL,12.0,58.2033351264,9.0,41.7966648736,0.489140698772,0.510859301228
765,1996,CAN,19.0,58.2033351264,32.0,41.7966648736,0.298924818272,0.701075181728
766,1996,CHN,30.0,58.2033351264,80.0,41.7966648736,0.212159825248,0.787840174752
767,1996,CRC,0.0,58.2033351264,1.0,41.7966648736,0.0,1.0
768,1996,CRO,29.0,58.2033351264,0.0,41.7966648736,1.0,0.0
769,1996,CUB,39.0,58.2033351264,18.0,41.7966648736,0.608750677997,0.391249322003
770,1996,CZE,8.0,58.2033351264,5.0,41.7966648736,0.534663684844,0.465336315156
771,1996,DEN,6.0,58.2033351264,18.0,41.7966648736,0.193139448173,0.806860551827
772,1996,ECU,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
773,1996,ESP,54.0,58.2033351264,13.0,41.7966648736,0.748929030416,0.251070969584
774,1996,ETH,1.0,58.2033351264,2.0,41.7966648736,0.264195851751,0.735804148249
775,1996,FIN,3.0,58.2033351264,1.0,41.7966648736,0.682976853208,0.317023146792
776,1996,FRA,32.0,58.2033351264,19.0,41.7966648736,0.547399938356,0.452600061644
777,1996,GBR,25.0,58.2033351264,1.0,41.7966648736,0.947237528649,0.0527624713512
778,1996,GEO,2.0,58.2033351264,0.0,41.7966648736,1.0,0.0
779,1996,GER,76.0,58.2033351264,48.0,41.7966648736,0.532057519732,0.467942480268
780,1996,GRE,7.0,58.2033351264,1.0,41.7966648736,0.834074528447,0.165925471553
781,1996,HKG,0.0,58.2033351264,1.0,41.7966648736,0.0,1.0
782,1996,HUN,22.0,58.2033351264,21.0,41.7966648736,0.429324894515,0.570675105485
783,1996,INA,4.0,58.2033351264,2.0,41.7966648736,0.589529590288,0.410470409712
784,1996,IND,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
785,1996,IRI,3.0,58.2033351264,0.0,41.7966648736,1.0,0.0
786,1996,IRL,0.0,58.2033351264,4.0,41.7966648736,0.0,1.0
787,1996,ISR,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
788,1996,ITA,54.0,58.2033351264,17.0,41.7966648736,0.695221367975,0.304778632025
789,1996,JAM,7.0,58.2033351264,9.0,41.7966648736,0.358371219609,0.641628780391
790,1996,JPN,26.0,58.2033351264,17.0,41.7966648736,0.523422116281,0.476577883719
791,1996,KAZ,11.0,58.2033351264,0.0,41.7966648736,1.0,0.0
792,1996,KEN,7.0,58.2033351264,1.0,41.7966648736,0.834074528447,0.165925471553
793,1996,KOR,19.0,58.2033351264,47.0,41.7966648736,0.224987427039,0.775012572961
794,1996,LAT,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
795,1996,LTU,12.0,58.2033351264,0.0,41.7966648736,1.0,0.0
796,1996,MAR,2.0,58.2033351264,0.0,41.7966648736,1.0,0.0
797,1996,MAS,3.0,58.2033351264,0.0,41.7966648736,1.0,0.0
798,1996,MDA,3.0,58.2033351264,0.0,41.7966648736,1.0,0.0
799,1996,MEX,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
800,1996,MGL,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
801,1996,MOZ,0.0,58.2033351264,1.0,41.7966648736,0.0,1.0
802,1996,NAM,2.0,58.2033351264,0.0,41.7966648736,1.0,0.0
803,1996,NED,44.0,58.2033351264,29.0,41.7966648736,0.521428789312,0.478571210688
804,1996,NGR,19.0,58.2033351264,7.0,41.7966648736,0.660921341272,0.339078658728
805,1996,NOR,6.0,58.2033351264,19.0,41.7966648736,0.184853291039,0.815146708961
806,1996,NZL,6.0,58.2033351264,3.0,41.7966648736,0.589529590288,0.410470409712
807,1996,PHI,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
808,1996,POL,15.0,58.2033351264,6.0,41.7966648736,0.642254918168,0.357745081832
809,1996,POR,2.0,58.2033351264,1.0,41.7966648736,0.589529590288,0.410470409712
810,1996,PRK,4.0,58.2033351264,1.0,41.7966648736,0.741766109785,0.258233890215
811,1996,PUR,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
812,1996,ROU,9.0,58.2033351264,29.0,41.7966648736,0.18224700946,0.81775299054
813,1996,RSA,2.0,58.2033351264,3.0,41.7966648736,0.32375,0.67625
814,1996,RUS,84.0,58.2033351264,31.0,41.7966648736,0.66054043113,0.33945956887
815,1996,SLO,1.0,58.2033351264,1.0,41.7966648736,0.417966648736,0.582033351264
816,1996,SUI,7.0,58.2033351264,4.0,41.7966648736,0.556875191973,0.443124808027
817,1996,SVK,3.0,58.2033351264,0.0,41.7966648736,1.0,0.0
818,1996,SWE,24.0,58.2033351264,7.0,41.7966648736,0.71115856914,0.28884143086
819,1996,SYR,0.0,58.2033351264,1.0,41.7966648736,0.0,1.0
820,1996,TGA,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
821,1996,THA,2.0,58.2033351264,0.0,41.7966648736,1.0,0.0
822,1996,TPE,0.0,58.2033351264,1.0,41.7966648736,0.0,1.0
823,1996,TRI,2.0,58.2033351264,0.0,41.7966648736,1.0,0.0
824,1996,TUN,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
825,1996,TUR,6.0,58.2033351264,0.0,41.7966648736,1.0,0.0
826,1996,UGA,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
827,1996,UKR,20.0,58.2033351264,14.0,41.7966648736,0.506386861314,0.493613138686
828,1996,USA,131.0,58.2033351264,129.0,41.7966648736,0.421714001616,0.578285998384
829,1996,UZB,2.0,58.2033351264,0.0,41.7966648736,1.0,0.0
830,1996,YUG,24.0,58.2033351264,2.0,41.7966648736,0.896021526043,0.103978473957
831,1996,ZAM,1.0,58.2033351264,0.0,41.7966648736,1.0,0.0
832,2000,ALG,4.0,55.8808933002,1.0,44.1191066998,0.759504485263,0.240495514737
833,2000,ARG,3.0,55.8808933002,17.0,44.1191066998,0.122288963272,0.877711036728
834,2000,ARM,1.0,55.8808933002,0.0,44.1191066998,1.0,0.0
835,2000,AUS,94.0,55.8808933002,89.0,44.1191066998,0.45470671455,0.54529328545
836,2000,AUT,3.0,55.8808933002,1.0,44.1191066998,0.703137358292,0.296862641708
837,2000,AZE,2.0,55.8808933002,1.0,44.1191066998,0.612258953168,0.387741046832
838,2000,BAH,0.0,55.8808933002,6.0,44.1191066998,0.0,1.0
839,2000,BAR,1.0,55.8808933002,0.0,44.1191066998,1.0,0.0
840,2000,BEL,3.0,55.8808933002,4.0,44.1191066998,0.371914656254,0.628085343746
841,2000,BLR,9.0,55.8808933002,13.0,44.1191066998,0.353416670348,0.646583329652
842,2000,BRA,20.0,55.8808933002,28.0,44.1191066998,0.360590573538,0.639409426462
843,2000,BUL,10.0,55.8808933002,3.0,44.1191066998,0.72464949462,0.27535050538
844,2000,CAN,8.0,55.8808933002,23.0,44.1191066998,0.215449863678,0.784550136322
845,2000,CHI,18.0,55.8808933002,0.0,44.1191066998,1.0,0.0
846,2000,CHN,35.0,55.8808933002,44.0,44.1191066998,0.385759803618,0.614240196382
847,2000,CMR,18.0,55.8808933002,0.0,44.1191066998,1.0,0.0
848,2000,COL,0.0,55.8808933002,1.0,44.1191066998,0.0,1.0
849,2000,CRC,0.0,55.8808933002,2.0,44.1191066998,0.0,1.0
850,2000,CRO,10.0,55.8808933002,0.0,44.1191066998,1.0,0.0
851,2000,CUB,51.0,55.8808933002,18.0,44.1191066998,0.691069550505,0.308930449495
852,2000,CZE,8.0,55.8808933002,1.0,44.1191066998,0.863316338917,0.136683661083
853,2000,DEN,9.0,55.8808933002,16.0,44.1191066998,0.307529692124,0.692470307876
854,2000,ESP,39.0,55.8808933002,4.0,44.1191066998,0.885028717294,0.114971282706
855,2000,EST,3.0,55.8808933002,0.0,44.1191066998,1.0,0.0
856,2000,ETH,5.0,55.8808933002,3.0,44.1191066998,0.568196344114,0.431803655886
857,2000,FIN,5.0,55.8808933002,0.0,44.1191066998,1.0,0.0
858,2000,FRA,53.0,55.8808933002,13.0,44.1191066998,0.762966561412,0.237033438588
859,2000,GBR,40.0,55.8808933002,15.0,44.1191066998,0.677979027645,0.322020972355
860,2000,GEO,6.0,55.8808933002,0.0,44.1191066998,1.0,0.0
861,2000,GER,60.0,55.8808933002,59.0,44.1191066998,0.445338721258,0.554661278742
862,2000,GRE,8.0,55.8808933002,10.0,44.1191066998,0.387110820814,0.612889179186
863,2000,HUN,28.0,55.8808933002,25.0,44.1191066998,0.469288488368,0.530711511632
864,2000,INA,4.0,55.8808933002,4.0,44.1191066998,0.441191066998,0.558808933002
865,2000,IND,0.0,55.8808933002,1.0,44.1191066998,0.0,1.0
866,2000,IRI,4.0,55.8808933002,0.0,44.1191066998,1.0,0.0
867,2000,IRL,0.0,55.8808933002,1.0,44.1191066998,0.0,1.0
868,2000,ISL,0.0,55.8808933002,1.0,44.1191066998,0.0,1.0
869,2000,ISR,1.0,55.8808933002,0.0,44.1191066998,1.0,0.0
870,2000,ITA,52.0,55.8808933002,13.0,44.1191066998,0.759504485263,0.240495514737
871,2000,JAM,7.0,55.8808933002,16.0,44.1191066998,0.256735013821,0.743264986179
872,2000,JPN,5.0,55.8808933002,38.0,44.1191066998,0.0941079330129,0.905892066987
873,2000,KAZ,6.0,55.8808933002,1.0,44.1191066998,0.825696594427,0.174303405573
874,2000,KEN,7.0,55.8808933002,0.0,44.1191066998,1.0,0.0
875,2000,KGZ,1.0,55.8808933002,0.0,44.1191066998,1.0,0.0
876,2000,KOR,59.0,55.8808933002,14.0,44.1191066998,0.768907131862,0.231092868138
877,2000,KSA,2.0,55.8808933002,0.0,44.1191066998,1.0,0.0
878,2000,KUW,1.0,55.8808933002,0.0,44.1191066998,1.0,0.0
879,2000,LAT,3.0,55.8808933002,0.0,44.1191066998,1.0,0.0
880,2000,LTU,13.0,55.8808933002,4.0,44.1191066998,0.719569142644,0.280430857356
881,2000,MAR,4.0,55.8808933002,1.0,44.1191066998,0.759504485263,0.240495514737
882,2000,MDA,2.0,55.8808933002,0.0,44.1191066998,1.0,0.0
883,2000,MEX,5.0,55.8808933002,1.0,44.1191066998,0.79788188835,0.20211811165
884,2000,MKD,1.0,55.8808933002,0.0,44.1191066998,1.0,0.0
885,2000,MOZ,0.0,55.8808933002,1.0,44.1191066998,0.0,1.0
886,2000,NED,33.0,55.8808933002,46.0,44.1191066998,0.361591460935,0.638408539065
887,2000,NGR,6.0,55.8808933002,2.0,44.1191066998,0.703137358292,0.296862641708
888,2000,NOR,8.0,55.8808933002,36.0,44.1191066998,0.149261249161,0.850738750839
889,2000,NZL,3.0,55.8808933002,1.0,44.1191066998,0.703137358292,0.296862641708
890,2000,POL,15.0,55.8808933002,9.0,44.1191066998,0.568196344114,0.431803655886
891,2000,POR,1.0,55.8808933002,1.0,44.1191066998,0.441191066998,0.558808933002
892,2000,PRK,2.0,55.8808933002,2.0,44.1191066998,0.441191066998,0.558808933002
893,2000,QAT,1.0,55.8808933002,0.0,44.1191066998,1.0,0.0
894,2000,ROU,9.0,55.8808933002,37.0,44.1191066998,0.161105853452,0.838894146548
895,2000,RSA,3.0,55.8808933002,2.0,44.1191066998,0.542183370604,0.457816629396
896,2000,RUS,99.0,55.8808933002,89.0,44.1191066998,0.4675840085,0.5324159915
897,2000,SLO,3.0,55.8808933002,0.0,44.1191066998,1.0,0.0
898,2000,SRI,0.0,55.8808933002,1.0,44.1191066998,0.0,1.0
899,2000,SUI,6.0,55.8808933002,8.0,44.1191066998,0.371914656254,0.628085343746
900,2000,SVK,4.0,55.8808933002,2.0,44.1191066998,0.612258953168,0.387741046832
901,2000,SWE,22.0,55.8808933002,10.0,44.1191066998,0.634629112856,0.365370887144
902,2000,THA,2.0,55.8808933002,1.0,44.1191066998,0.612258953168,0.387741046832
903,2000,TPE,1.0,55.8808933002,4.0,44.1191066998,0.164843315409,0.835156684591
904,2000,TRI,2.0,55.8808933002,0.0,44.1191066998,1.0,0.0
905,2000,TUR,4.0,55.8808933002,1.0,44.1191066998,0.759504485263,0.240495514737
906,2000,UKR,22.0,55.8808933002,13.0,44.1191066998,0.57193823839,0.42806176161
907,2000,URU,1.0,55.8808933002,0.0,44.1191066998,1.0,0.0
908,2000,USA,119.0,55.8808933002,129.0,44.1191066998,0.421402537394,0.578597462606
909,2000,UZB,4.0,55.8808933002,0.0,44.1191066998,1.0,0.0
910,2000,VIE,0.0,55.8808933002,1.0,44.1191066998,0.0,1.0
911,2000,YUG,25.0,55.8808933002,1.0,44.1191066998,0.951779367051,0.0482206329493
912,2004,ARG,28.0,55.005005005,19.0,44.994994995,0.546587627299,0.453412372701
913,2004,AUS,95.0,55.005005005,62.0,44.994994995,0.556228548355,0.443771451645
914,2004,AUT,6.0,55.005005005,2.0,44.994994995,0.710484720759,0.289515279241
915,2004,AZE,3.0,55.005005005,2.0,44.994994995,0.550970377937,0.449029622063
916,2004,BAH,0.0,55.005005005,2.0,44.994994995,0.0,1.0
917,2004,BEL,1.0,55.005005005,2.0,44.994994995,0.290280917016,0.709719082984
918,2004,BLR,9.0,55.005005005,8.0,44.994994995,0.479239471658,0.520760528342
919,2004,BRA,21.0,55.005005005,19.0,44.994994995,0.474823943662,0.525176056338
920,2004,BUL,8.0,55.005005005,9.0,44.994994995,0.42100333665,0.57899666335
921,2004,CAN,10.0,55.005005005,7.0,44.994994995,0.538871905533,0.461128094467
922,2004,CHI,4.0,55.005005005,0.0,44.994994995,1.0,0.0
923,2004,CHN,30.0,55.005005005,64.0,44.994994995,0.277166875629,0.722833124371
924,2004,CMR,0.0,55.005005005,1.0,44.994994995,0.0,1.0
925,2004,COL,0.0,55.005005005,2.0,44.994994995,0.0,1.0
926,2004,CRO,20.0,55.005005005,0.0,44.994994995,1.0,0.0
927,2004,CUB,39.0,55.005005005,22.0,44.994994995,0.591856716015,0.408143283985
928,2004,CZE,9.0,55.005005005,3.0,44.994994995,0.710484720759,0.289515279241
929,2004,DEN,9.0,55.005005005,20.0,44.994994995,0.269063217053,0.730936782947
930,2004,DOM,1.0,55.005005005,0.0,44.994994995,1.0,0.0
931,2004,EGY,5.0,55.005005005,0.0,44.994994995,1.0,0.0
932,2004,ERI,1.0,55.005005005,0.0,44.994994995,1.0,0.0
933,2004,ESP,21.0,55.005005005,6.0,44.994994995,0.741137675185,0.258862324815
934,2004,EST,3.0,55.005005005,0.0,44.994994995,1.0,0.0
935,2004,ETH,3.0,55.005005005,4.0,44.994994995,0.380234033554,0.619765966446
936,2004,FIN,2.0,55.005005005,0.0,44.994994995,1.0,0.0
937,2004,FRA,31.0,55.005005005,22.0,44.994994995,0.535458335735,0.464541664265
938,2004,GBR,35.0,55.005005005,22.0,44.994994995,0.565479934583,0.434520065417
939,2004,GEO,4.0,55.005005005,0.0,44.994994995,1.0,0.0
940,2004,GER,75.0,55.005005005,74.0,44.994994995,0.453274263702,0.546725736298
941,2004,GRE,10.0,55.005005005,21.0,44.994994995,0.2803330319,0.7196669681
942,2004,HKG,2.0,55.005005005,0.0,44.994994995,1.0,0.0
943,2004,HUN,29.0,55.005005005,11.0,44.994994995,0.68320230608,0.31679769392
944,2004,INA,4.0,55.005005005,1.0,44.994994995,0.765921192758,0.234078807242
945,2004,IND,1.0,55.005005005,0.0,44.994994995,1.0,0.0
946,2004,IRI,6.0,55.005005005,0.0,44.994994995,1.0,0.0
947,2004,ISR,2.0,55.005005005,0.0,44.994994995,1.0,0.0
948,2004,ITA,76.0,55.005005005,26.0,44.994994995,0.705112592623,0.294887407377
949,2004,JAM,1.0,55.005005005,12.0,44.994994995,0.0638177042663,0.936182295734
950,2004,JPN,54.0,55.005005005,40.0,44.994994995,0.524787581346,0.475212418654
951,2004,KAZ,8.0,55.005005005,0.0,44.994994995,1.0,0.0
952,2004,KEN,5.0,55.005005005,2.0,44.994994995,0.671597191095,0.328402808905
953,2004,KOR,22.0,55.005005005,30.0,44.994994995,0.374952604838,0.625047395162
954,2004,LAT,3.0,55.005005005,1.0,44.994994995,0.710484720759,0.289515279241
955,2004,LTU,2.0,55.005005005,1.0,44.994994995,0.620642043493,0.379357956507
956,2004,MAR,2.0,55.005005005,1.0,44.994994995,0.620642043493,0.379357956507
957,2004,MEX,1.0,55.005005005,3.0,44.994994995,0.214251668255,0.785748331745
958,2004,MGL,1.0,55.005005005,0.0,44.994994995,1.0,0.0
959,2004,NED,36.0,55.005005005,40.0,44.994994995,0.424034379749,0.575965620251
960,2004,NGR,8.0,55.005005005,0.0,44.994994995,1.0,0.0
961,2004,NOR,5.0,55.005005005,2.0,44.994994995,0.671597191095,0.328402808905
962,2004,NZL,3.0,55.005005005,3.0,44.994994995,0.44994994995,0.55005005005
963,2004,PAR,17.0,55.005005005,0.0,44.994994995,1.0,0.0
964,2004,POL,4.0,55.005005005,8.0,44.994994995,0.290280917016,0.709719082984
965,2004,POR,3.0,55.005005005,0.0,44.994994995,1.0,0.0
966,2004,PRK,2.0,55.005005005,3.0,44.994994995,0.352894995093,0.647105004907
967,2004,ROU,12.0,55.005005005,27.0,44.994994995,0.266627122414,0.733372877586
968,2004,RSA,9.0,55.005005005,1.0,44.994994995,0.880413492927,0.119586507073
969,2004,RUS,99.0,55.005005005,93.0,44.994994995,0.46546692607,0.53453307393
970,2004,SCG,13.0,55.005005005,1.0,44.994994995,0.914046613483,0.0859533865165
971,2004,SLO,3.0,55.005005005,2.0,44.994994995,0.550970377937,0.449029622063
972,2004,SUI,6.0,55.005005005,1.0,44.994994995,0.830740797782,0.169259202218
973,2004,SVK,9.0,55.005005005,1.0,44.994994995,0.880413492927,0.119586507073
974,2004,SWE,8.0,55.005005005,4.0,44.994994995,0.620642043493,0.379357956507
975,2004,SYR,1.0,55.005005005,0.0,44.994994995,1.0,0.0
976,2004,THA,3.0,55.005005005,5.0,44.994994995,0.329223632812,0.670776367188
977,2004,TPE,5.0,55.005005005,4.0,44.994994995,0.505567427736,0.494432572264
978,2004,TRI,1.0,55.005005005,0.0,44.994994995,1.0,0.0
979,2004,TUR,9.0,55.005005005,1.0,44.994994995,0.880413492927,0.119586507073
980,2004,UAE,1.0,55.005005005,0.0,44.994994995,1.0,0.0
981,2004,UKR,17.0,55.005005005,31.0,44.994994995,0.309673366834,0.690326633166
982,2004,USA,117.0,55.005005005,147.0,44.994994995,0.394333723232,0.605666276768
983,2004,UZB,5.0,55.005005005,0.0,44.994994995,1.0,0.0
984,2004,VEN,1.0,55.005005005,1.0,44.994994995,0.44994994995,0.55005005005
985,2004,ZIM,0.0,55.005005005,3.0,44.994994995,0.0,1.0
986,2008,AFG,1.0,54.3584720862,0.0,45.6415279138,1.0,0.0
987,2008,ALG,1.0,54.3584720862,1.0,45.6415279138,0.456415279138,0.543584720862
988,2008,ARG,34.0,54.3584720862,17.0,45.6415279138,0.62676529926,0.37323470074
989,2008,ARM,6.0,54.3584720862,0.0,45.6415279138,1.0,0.0
990,2008,AUS,64.0,54.3584720862,85.0,45.6415279138,0.387329705581,0.612670294419
991,2008,AUT,1.0,54.3584720862,2.0,45.6415279138,0.295685279188,0.704314720812
992,2008,AZE,6.0,54.3584720862,1.0,45.6415279138,0.834377797672,0.165622202328
993,2008,BAH,5.0,54.3584720862,0.0,45.6415279138,1.0,0.0
994,2008,BEL,0.0,54.3584720862,5.0,45.6415279138,0.0,1.0
995,2008,BLR,16.0,54.3584720862,14.0,45.6415279138,0.489688690398,0.510311309602
996,2008,BRA,40.0,54.3584720862,35.0,45.6415279138,0.489688690398,0.510311309602
997,2008,BUL,3.0,54.3584720862,2.0,45.6415279138,0.557416267943,0.442583732057
998,2008,CAN,25.0,54.3584720862,9.0,45.6415279138,0.699909882848,0.300090117152
999,2008,CHI,1.0,54.3584720862,0.0,45.6415279138,1.0,0.0
1000,2008,CHN,56.0,54.3584720862,128.0,45.6415279138,0.268654257948,0.731345742052
1001,2008,CMR,0.0,54.3584720862,1.0,45.6415279138,0.0,1.0
1002,2008,COL,1.0,54.3584720862,1.0,45.6415279138,0.456415279138,0.543584720862
1003,2008,CRO,1.0,54.3584720862,4.0,45.6415279138,0.173492181683,0.826507818317
1004,2008,CUB,38.0,54.3584720862,9.0,45.6415279138,0.779985024006,0.220014975994
1005,2008,CZE,4.0,54.3584720862,3.0,45.6415279138,0.528194956078,0.471805043922
1006,2008,DEN,15.0,54.3584720862,3.0,45.6415279138,0.807625649913,0.192374350087
1007,2008,DOM,2.0,54.3584720862,0.0,45.6415279138,1.0,0.0
1008,2008,ECU,1.0,54.3584720862,0.0,45.6415279138,1.0,0.0
